id,narrative_text,DV,SH,ST,CA,WH,OV,ipc_bns_section,evidence_notes,source
WSL_0554,My landlord touched my hand inappropriately during a session.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template
WSL_0555,My driving instructor pressed himself against me deliberately in a crowd.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template
WSL_0556,My neighbor tried to start inappropriate conversations repeatedly.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template
WSL_0557,My team lead keeps commenting on my appearance during meetings.,0,0,0,0,1,0,POSH Act Sec 2n,workplace harassment pattern,Synthetic-Template
WSL_0558,My in-laws are pressuring me into a marriage I don't want.,0,0,0,0,0,1,"Case-specific, not clearly mapped",requires further context,Synthetic-Template
WSL_0559,A rickshaw driver groped me and disappeared into the crowd.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template
WSL_0560,A man on the street catcalled and followed me for several blocks.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template
WSL_0561,My husband's family broke my arm last year during a fight. It has gotten worse in the last few months.,1,0,0,0,0,0,498A IPC / 85 BNS,physical/verbal abuse pattern,Synthetic-Template
WSL_0562,My husband threatens to take away my children if I complain.,1,0,0,0,0,0,498A IPC / 85 BNS,physical/verbal abuse pattern,Synthetic-Template
WSL_0563,"A man I rejected on a matrimonial site has been showing up at every place I go, including work.",0,0,1,0,0,0,354D IPC / 78 BNS,repeated unwanted contact/presence,Synthetic-Template
WSL_0564,Someone from college hacked my social media account.,0,0,0,1,0,0,66E IT Act / 77 BNS,digital harassment/privacy violation,Synthetic-Template
WSL_0565,My mother-in-law controls all my money and won't let me work. I am scared to go home most days now.,1,0,0,0,0,0,498A IPC / 85 BNS,physical/verbal abuse pattern,Synthetic-Template
WSL_0566,A man at the gym touched me inappropriately and acted like nothing happened.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template
WSL_0567,A man I rejected tracks my location constantly and now sends me threatening messages online.,0,0,1,1,0,0,354D IPC / IT Act,combined ST and CA,Synthetic-Template
WSL_0568,A man at the gym pressed himself against me deliberately in a crowd.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template
WSL_0569,My ex-boyfriend keeps sending me threatening messages after I stopped replying.,0,0,0,1,0,0,66E IT Act / 77 BNS,digital harassment/privacy violation,Synthetic-Template
WSL_0570,My landlord touched me inappropriately and acted like nothing happened.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template
WSL_0571,A man I rejected is posting fake defamatory comments about me publicly.,0,0,0,1,0,0,66E IT Act / 77 BNS,digital harassment/privacy violation,Synthetic-Template
WSL_0572,My husband hits me regularly and leaked intimate photos to my family.,1,0,0,1,0,0,498A IPC / 66E IT Act,combined DV and CA,Synthetic-Template
WSL_0573,My boss touched my shoulder inappropriately when alone.,0,0,0,0,1,0,POSH Act Sec 2n,workplace harassment pattern,Synthetic-Template
WSL_0574,Someone I rejected online keeps calling me from different numbers.,0,0,1,0,0,0,354D IPC / 78 BNS,repeated unwanted contact/presence,Synthetic-Template
WSL_0575,A man I rejected created a fake profile using my photos to message my friends.,0,0,0,1,0,0,66E IT Act / 77 BNS,digital harassment/privacy violation,Synthetic-Template
WSL_0576,My manager hinted that my promotion depends on personal favors.,0,0,0,0,1,0,POSH Act Sec 2n,workplace harassment pattern,Synthetic-Template
WSL_0577,My driving instructor tried to start inappropriate conversations repeatedly.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template
WSL_0578,A man on the street made suggestive comments while collecting money.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template
WSL_0579,An anonymous account sent me obscene images repeatedly despite me blocking multiple accounts.,0,1,0,1,0,0,509 IPC / IT Act Sec 67,combined SH and CA,Synthetic-Template
WSL_0580,My team lead touched me without consent and excludes me from meetings when I object.,0,1,0,0,1,0,354A IPC / POSH Act,combined SH and WH,Synthetic-Template
WSL_0581,My landlord made inappropriate comments during a private session.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template
WSL_0582,A guest at a party groped me and disappeared into the crowd.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template
WSL_0583,My mother-in-law threatens to take away my children if I complain.,1,0,0,0,0,0,498A IPC / 85 BNS,physical/verbal abuse pattern,Synthetic-Template
WSL_0584,A man I rejected waits outside my house daily and also created a fake profile to message me.,0,0,1,1,0,0,354D IPC / IT Act,combined ST and CA,Synthetic-Template
WSL_0585,A former colleague has started waiting outside my apartment building.,0,0,1,0,0,0,354D IPC / 78 BNS,repeated unwanted contact/presence,Synthetic-Template
WSL_0586,My former colleague is threatening to post my private photos online.,0,0,0,1,0,0,66E IT Act / 77 BNS,digital harassment/privacy violation,Synthetic-Template
WSL_0587,My husband and his mother slaps me in front of the children. It has gotten worse in the last few months.,1,0,0,0,0,0,498A IPC / 85 BNS,physical/verbal abuse pattern,Synthetic-Template
WSL_0588,My physiotherapist made lewd comments about my body.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template
WSL_0589,My brother-in-law controls all my money and won't let me work.,1,0,0,0,0,0,498A IPC / 85 BNS,physical/verbal abuse pattern,Synthetic-Template
WSL_0590,Someone from college keeps following me everywhere I go and also created a fake profile to message me.,0,0,1,1,0,0,354D IPC / IT Act,combined ST and CA,Synthetic-Template
WSL_0591,"A former colleague has been showing up at every place I go, including work.",0,0,1,0,0,0,354D IPC / 78 BNS,repeated unwanted contact/presence,Synthetic-Template
WSL_0592,Someone from college is spreading false rumors about me in group chats.,0,0,0,1,0,0,66E IT Act / 77 BNS,digital harassment/privacy violation,Synthetic-Template
WSL_0593,A man I rejected hacked my social media account.,0,0,0,1,0,0,66E IT Act / 77 BNS,digital harassment/privacy violation,Synthetic-Template
WSL_0594,My husband threatened to kill me if I told my parents. I am scared to go home most days now.,1,0,0,0,0,0,498A IPC / 85 BNS,physical/verbal abuse pattern,Synthetic-Template
WSL_0595,A man on the street groped me and disappeared into the crowd.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template
WSL_0596,An anonymous account leaked my private photos online.,0,0,0,1,0,0,66E IT Act / 77 BNS,digital harassment/privacy violation,Synthetic-Template
WSL_0597,A local group are threatening honor-based violence over my marriage choice.,0,0,0,0,0,1,"Case-specific, not clearly mapped",requires further context,Synthetic-Template
WSL_0598,My father-in-law hit me with a belt over a small disagreement. This has been going on for over a year.,1,0,0,0,0,0,498A IPC / 85 BNS,physical/verbal abuse pattern,Synthetic-Template
WSL_0599,My in-laws restricts me from speaking to my friends.,1,0,0,0,0,0,498A IPC / 85 BNS,physical/verbal abuse pattern,Synthetic-Template
WSL_0600,My physiotherapist touched me inappropriately and acted like nothing happened.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template
WSL_0601,A man I matched with on a dating app keeps following me from college to my bus stop every day.,0,0,1,0,0,0,354D IPC / 78 BNS,repeated unwanted contact/presence,Synthetic-Template
WSL_0602,My family are threatening honor-based violence over my marriage choice.,0,0,0,0,0,1,"Case-specific, not clearly mapped",requires further context,Synthetic-Template
WSL_0603,My physiotherapist forcibly kissed me without my consent.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template
WSL_0604,Someone I rejected online keeps following me from college to my bus stop every day.,0,0,1,0,0,0,354D IPC / 78 BNS,repeated unwanted contact/presence,Synthetic-Template
WSL_0605,A man I rejected waits outside my house daily and now sends me threatening messages online.,0,0,1,1,0,0,354D IPC / IT Act,combined ST and CA,Synthetic-Template
WSL_0606,Someone from my past sends me sexually explicit messages and also threatened to find where I live.,0,1,0,1,0,0,509 IPC / IT Act Sec 67,combined SH and CA,Synthetic-Template
WSL_0607,A client shared inappropriate content about me in the team group chat.,0,0,0,0,1,0,POSH Act Sec 2n,workplace harassment pattern,Synthetic-Template
WSL_0608,A man I rejected morphed my photos and circulated them in a group chat.,0,0,0,1,0,0,66E IT Act / 77 BNS,digital harassment/privacy violation,Synthetic-Template
WSL_0609,My neighbor made lewd comments about my body.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template
WSL_0610,A man in the metro touched my hand inappropriately during a session.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template
WSL_0611,My husband starves me for days as punishment. This started right after our marriage.,1,0,0,0,0,0,498A IPC / 85 BNS,physical/verbal abuse pattern,Synthetic-Template
WSL_0612,My manager makes sexual jokes directed at me in front of the team.,0,0,0,0,1,0,POSH Act Sec 2n,workplace harassment pattern,Synthetic-Template
WSL_0613,A man in the metro forced himself on me despite me saying no clearly.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template
WSL_0614,My relatives are trying to evict me illegally with intimidation.,0,0,0,0,0,1,"Case-specific, not clearly mapped",requires further context,Synthetic-Template
WSL_0615,My relatives are pressuring me into a marriage I don't want.,0,0,0,0,0,1,"Case-specific, not clearly mapped",requires further context,Synthetic-Template
WSL_0616,My stepfather verbally abuses me daily in front of relatives. I am scared to go home most days now.,1,0,0,0,0,0,498A IPC / 85 BNS,physical/verbal abuse pattern,Synthetic-Template
WSL_0617,My husband's family threatened to kill me if I told my parents.,1,0,0,0,0,0,498A IPC / 85 BNS,physical/verbal abuse pattern,Synthetic-Template
WSL_0618,My brother-in-law starves me for days as punishment. It happens almost every week.,1,0,0,0,0,0,498A IPC / 85 BNS,physical/verbal abuse pattern,Synthetic-Template
WSL_0619,A classmate tracks my location through mutual friends.,0,0,1,0,0,0,354D IPC / 78 BNS,repeated unwanted contact/presence,Synthetic-Template
WSL_0620,My husband keeps a knife in the house and threatens me with it. It has gotten worse in the last few months.,1,0,0,0,0,0,498A IPC / 85 BNS,physical/verbal abuse pattern,Synthetic-Template
WSL_0621,A delivery man forced himself on me despite me saying no clearly.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template
WSL_0622,My supervisor cornered me in the pantry inappropriately.,0,0,0,0,1,0,POSH Act Sec 2n,workplace harassment pattern,Synthetic-Template
WSL_0623,A stranger online tracks my location constantly and now sends me threatening messages online.,0,0,1,1,0,0,354D IPC / IT Act,combined ST and CA,Synthetic-Template
WSL_0624,Someone hacked my social media account.,0,0,0,1,0,0,66E IT Act / 77 BNS,digital harassment/privacy violation,Synthetic-Template
WSL_0625,A coworker makes sexual jokes directed at me in front of the team.,0,0,0,0,1,0,POSH Act Sec 2n,workplace harassment pattern,Synthetic-Template
WSL_0626,My tuition teacher forced himself on me despite me saying no clearly.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template
WSL_0627,My physiotherapist touched my hand inappropriately during a session.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template
WSL_0628,A senior executive keeps asking me to stay back late alone with him.,0,0,0,0,1,0,POSH Act Sec 2n,workplace harassment pattern,Synthetic-Template
WSL_0629,My partner controls my finances and beats me and threatened to post my private photos online.,1,0,0,1,0,0,498A IPC / 66E IT Act,combined DV and CA,Synthetic-Template
WSL_0630,My stepfather burnt my hand during an argument.,1,0,0,0,0,0,498A IPC / 85 BNS,physical/verbal abuse pattern,Synthetic-Template
WSL_0631,My manager cornered me in the pantry inappropriately.,0,0,0,0,1,0,POSH Act Sec 2n,workplace harassment pattern,Synthetic-Template
WSL_0632,My brother-in-law grabbed me by the hair and hit my head against the wall. It has gotten worse in the last few months.,1,0,0,0,0,0,498A IPC / 85 BNS,physical/verbal abuse pattern,Synthetic-Template
WSL_0633,A vendor at work touched my shoulder inappropriately when alone.,0,0,0,0,1,0,POSH Act Sec 2n,workplace harassment pattern,Synthetic-Template
WSL_0634,My mother-in-law does not let me contact my family.,1,0,0,0,0,0,498A IPC / 85 BNS,physical/verbal abuse pattern,Synthetic-Template
WSL_0635,A man I rejected is sending death threats through anonymous email.,0,0,0,1,0,0,66E IT Act / 77 BNS,digital harassment/privacy violation,Synthetic-Template
WSL_0636,A man at the gym groped me and disappeared into the crowd.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template
WSL_0637,My community are threatening my life over an inheritance dispute.,0,0,0,0,0,1,"Case-specific, not clearly mapped",requires further context,Synthetic-Template
WSL_0638,A rickshaw driver tried to touch me before I managed to get away.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template
WSL_0639,My in-laws forced me to sign over my property documents. It has gotten worse in the last few months.,1,0,0,0,0,0,498A IPC / 85 BNS,physical/verbal abuse pattern,Synthetic-Template
WSL_0640,My mother-in-law denies me medical treatment even when injured. This started right after our marriage.,1,0,0,0,0,0,498A IPC / 85 BNS,physical/verbal abuse pattern,Synthetic-Template
WSL_0641,My internship supervisor shared inappropriate content about me in the team group chat.,0,0,0,0,1,0,POSH Act Sec 2n,workplace harassment pattern,Synthetic-Template
WSL_0642,A man I matched with on a dating app has started waiting outside my apartment building.,0,0,1,0,0,0,354D IPC / 78 BNS,repeated unwanted contact/presence,Synthetic-Template
WSL_0643,A rickshaw driver tried to corner me and touch me against my will.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template
WSL_0644,My husband's family refuses to let me leave the house without permission. This has been going on for over a year.,1,0,0,0,0,0,498A IPC / 85 BNS,physical/verbal abuse pattern,Synthetic-Template
WSL_0645,My neighbor touched my hand inappropriately during a session.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template
WSL_0646,A man on the bus groped me and disappeared into the crowd.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template
WSL_0647,My ex-boyfriend left notes on my car every day for two weeks.,0,0,1,0,0,0,354D IPC / 78 BNS,repeated unwanted contact/presence,Synthetic-Template
WSL_0648,An anonymous account sends me sexually explicit messages despite me blocking multiple accounts.,0,1,0,1,0,0,509 IPC / IT Act Sec 67,combined SH and CA,Synthetic-Template
WSL_0649,Someone I rejected online keeps messaging me obsessively despite being blocked.,0,0,1,0,0,0,354D IPC / 78 BNS,repeated unwanted contact/presence,Synthetic-Template
WSL_0650,My husband and his mother controls all my money and won't let me work. This has been going on for over a year.,1,0,0,0,0,0,498A IPC / 85 BNS,physical/verbal abuse pattern,Synthetic-Template
WSL_0651,A vendor at work excludes me from meetings since I rejected his advances.,0,0,0,0,1,0,POSH Act Sec 2n,workplace harassment pattern,Synthetic-Template
WSL_0652,My landlord's men sent moneylenders to threaten me for repayment.,0,0,0,0,0,1,"Case-specific, not clearly mapped",requires further context,Synthetic-Template
WSL_0653,A classmate keeps following me from college to my bus stop every day.,0,0,1,0,0,0,354D IPC / 78 BNS,repeated unwanted contact/presence,Synthetic-Template
WSL_0654,My ex-partner created a fake dating profile using my pictures.,0,0,0,1,0,0,66E IT Act / 77 BNS,digital harassment/privacy violation,Synthetic-Template
WSL_0655,An anonymous account keeps sending me abusive explicit messages.,0,0,0,1,0,0,66E IT Act / 77 BNS,digital harassment/privacy violation,Synthetic-Template
WSL_0656,A senior colleague touched me without consent and excludes me from meetings when I object.,0,1,0,0,1,0,354A IPC / POSH Act,combined SH and WH,Synthetic-Template
WSL_0657,My ex-boyfriend is sending me rape threats through anonymous accounts.,0,0,0,1,0,0,66E IT Act / 77 BNS,digital harassment/privacy violation,Synthetic-Template
WSL_0658,My husband and his mother hit me with a belt over a small disagreement. This has been going on for over a year.,1,0,0,0,0,0,498A IPC / 85 BNS,physical/verbal abuse pattern,Synthetic-Template
WSL_0659,My husband and his mother locked me inside the house for days. It happens almost every week.,1,0,0,0,0,0,498A IPC / 85 BNS,physical/verbal abuse pattern,Synthetic-Template
WSL_0660,A man I don't know tracks my location through mutual friends.,0,0,1,0,0,0,354D IPC / 78 BNS,repeated unwanted contact/presence,Synthetic-Template
WSL_0661,My relatives are threatening me over a property dispute.,0,0,0,0,0,1,"Case-specific, not clearly mapped",requires further context,Synthetic-Template
WSL_0662,My mother-in-law beats me over small household matters. This started right after our marriage.,1,0,0,0,0,0,498A IPC / 85 BNS,physical/verbal abuse pattern,Synthetic-Template
WSL_0663,A man I rejected on a matrimonial site keeps contacting my family members.,0,0,1,0,0,0,354D IPC / 78 BNS,repeated unwanted contact/presence,Synthetic-Template
WSL_0664,A client touched my shoulder inappropriately when alone.,0,0,0,0,1,0,POSH Act Sec 2n,workplace harassment pattern,Synthetic-Template
WSL_0665,An anonymous account created a fake profile using my photos to message my friends.,0,0,0,1,0,0,66E IT Act / 77 BNS,digital harassment/privacy violation,Synthetic-Template
WSL_0666,My manager excludes me from meetings since I rejected his advances.,0,0,0,0,1,0,POSH Act Sec 2n,workplace harassment pattern,Synthetic-Template
WSL_0667,My brother-in-law took my salary and gives me no money. It happens almost every week.,1,0,0,0,0,0,498A IPC / 85 BNS,physical/verbal abuse pattern,Synthetic-Template
WSL_0668,My ex-partner leaked my private photos online.,0,0,0,1,0,0,66E IT Act / 77 BNS,digital harassment/privacy violation,Synthetic-Template
WSL_0669,My landlord made lewd comments about my body.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template
WSL_0670,My neighbor groped me and disappeared into the crowd.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template
WSL_0671,A man I matched with online hacked my email to message my contacts inappropriately.,0,0,0,1,0,0,66E IT Act / 77 BNS,digital harassment/privacy violation,Synthetic-Template
WSL_0672,My father-in-law threatens to take away my children if I complain. This started right after our marriage.,1,0,0,0,0,0,498A IPC / 85 BNS,physical/verbal abuse pattern,Synthetic-Template
WSL_0673,My tuition teacher made sexual comments about me in front of others.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template
WSL_0674,My husband's family restricts me from speaking to my friends.,1,0,0,0,0,0,498A IPC / 85 BNS,physical/verbal abuse pattern,Synthetic-Template
WSL_0675,My brother-in-law threatens to take away my children if I complain. It has gotten worse in the last few months.,1,0,0,0,0,0,498A IPC / 85 BNS,physical/verbal abuse pattern,Synthetic-Template
WSL_0676,My partner controls my finances and beats me and is blackmailing me with our private videos.,1,0,0,1,0,0,498A IPC / 66E IT Act,combined DV and CA,Synthetic-Template
WSL_0677,A local group locked me in a room to stop me meeting someone.,0,0,0,0,0,1,"Case-specific, not clearly mapped",requires further context,Synthetic-Template
WSL_0678,My boss makes sexual jokes directed at me in front of the team.,0,0,0,0,1,0,POSH Act Sec 2n,workplace harassment pattern,Synthetic-Template
WSL_0679,A vendor at work sends me inappropriate messages on our work chat.,0,0,0,0,1,0,POSH Act Sec 2n,workplace harassment pattern,Synthetic-Template
WSL_0680,My neighbor made inappropriate comments during a private session.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template
WSL_0681,My family vandalized my shop and left a threatening note.,0,0,0,0,0,1,"Case-specific, not clearly mapped",requires further context,Synthetic-Template
WSL_0682,A rickshaw driver catcalled and followed me for several blocks.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template
WSL_0683,A client keeps asking me to stay back late alone with him.,0,0,0,0,1,0,POSH Act Sec 2n,workplace harassment pattern,Synthetic-Template
WSL_0684,My ex keeps following me everywhere I go and also created a fake profile to message me.,0,0,1,1,0,0,354D IPC / IT Act,combined ST and CA,Synthetic-Template
WSL_0685,A senior at college touched me inappropriately and acted like nothing happened.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template
WSL_0686,My tuition teacher kept staring and making explicit comments.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template
WSL_0687,My manager keeps making sexual jokes in front of the entire team.,0,1,0,0,1,0,354A IPC / POSH Act,combined SH and WH,Synthetic-Template
WSL_0688,A senior at college made suggestive comments while collecting money.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template
WSL_0689,My in-laws grabbed me by the hair and hit my head against the wall. It has gotten worse in the last few months.,1,0,0,0,0,0,498A IPC / 85 BNS,physical/verbal abuse pattern,Synthetic-Template
WSL_0690,My husband and his mother does not let me contact my family. It happens almost every week.,1,0,0,0,0,0,498A IPC / 85 BNS,physical/verbal abuse pattern,Synthetic-Template
WSL_0691,A local group threatened to disown me over my relationship choice.,0,0,0,0,0,1,"Case-specific, not clearly mapped",requires further context,Synthetic-Template
WSL_0692,My husband hits me regularly and is blackmailing me with our private videos.,1,0,0,1,0,0,498A IPC / 66E IT Act,combined DV and CA,Synthetic-Template
WSL_0693,An anonymous account is threatening to leak my chats unless I pay money.,0,0,0,1,0,0,66E IT Act / 77 BNS,digital harassment/privacy violation,Synthetic-Template
WSL_0694,My father-in-law keeps a knife in the house and threatens me with it. It has gotten worse in the last few months.,1,0,0,0,0,0,498A IPC / 85 BNS,physical/verbal abuse pattern,Synthetic-Template
WSL_0695,A delivery man made lewd comments about my body.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template
WSL_0696,Someone from college waits outside my house daily and now sends me threatening messages online.,0,0,1,1,0,0,354D IPC / IT Act,combined ST and CA,Synthetic-Template
WSL_0697,My in-laws slaps me in front of the children.,1,0,0,0,0,0,498A IPC / 85 BNS,physical/verbal abuse pattern,Synthetic-Template
WSL_0698,A man I don't know keeps appearing uninvited wherever I mention I'll be.,0,0,1,0,0,0,354D IPC / 78 BNS,repeated unwanted contact/presence,Synthetic-Template
WSL_0699,A man I matched with online recorded me without consent and threatened to post it.,0,0,0,1,0,0,66E IT Act / 77 BNS,digital harassment/privacy violation,Synthetic-Template
WSL_0700,A man on the street touched my hand inappropriately during a session.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template
WSL_0701,My manager touched my shoulder inappropriately when alone.,0,0,0,0,1,0,POSH Act Sec 2n,workplace harassment pattern,Synthetic-Template
WSL_0702,A man in the metro touched me inappropriately and acted like nothing happened.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template
WSL_0703,My husband denies me medical treatment even when injured. This has been going on for over a year.,1,0,0,0,0,0,498A IPC / 85 BNS,physical/verbal abuse pattern,Synthetic-Template
WSL_0704,My former colleague is spreading false rumors about me in group chats.,0,0,0,1,0,0,66E IT Act / 77 BNS,digital harassment/privacy violation,Synthetic-Template
WSL_0705,My landlord's men are pressuring me into a marriage I don't want.,0,0,0,0,0,1,"Case-specific, not clearly mapped",requires further context,Synthetic-Template
WSL_0706,A local group are trying to evict me illegally with intimidation.,0,0,0,0,0,1,"Case-specific, not clearly mapped",requires further context,Synthetic-Template
WSL_0707,My community locked me in a room to stop me meeting someone.,0,0,0,0,0,1,"Case-specific, not clearly mapped",requires further context,Synthetic-Template
WSL_0708,A guest at a party made inappropriate comments during a private session.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template
WSL_0709,A man from my building tracks my location through mutual friends.,0,0,1,0,0,0,354D IPC / 78 BNS,repeated unwanted contact/presence,Synthetic-Template
WSL_0710,My community ostracized my family after I filed a complaint.,0,0,0,0,0,1,"Case-specific, not clearly mapped",requires further context,Synthetic-Template
WSL_0711,My landlord's men forced me into an early marriage.,0,0,0,0,0,1,"Case-specific, not clearly mapped",requires further context,Synthetic-Template
WSL_0712,My father-in-law keeps demanding more dowry from my parents. This started right after our marriage.,1,0,0,0,0,0,498A IPC / 85 BNS,physical/verbal abuse pattern,Synthetic-Template
WSL_0713,My husband's family burnt my hand during an argument. It happens almost every week.,1,0,0,0,0,0,498A IPC / 85 BNS,physical/verbal abuse pattern,Synthetic-Template
WSL_0714,A stranger at the market kept staring and making explicit comments.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template
WSL_0715,My partner hits me regularly and threatened to post my private photos online.,1,0,0,1,0,0,498A IPC / 66E IT Act,combined DV and CA,Synthetic-Template
WSL_0716,My supervisor threatened a bad review if I didn't meet him outside work.,0,0,0,0,1,0,POSH Act Sec 2n,workplace harassment pattern,Synthetic-Template
WSL_0717,My family threw stones at my house after a dispute.,0,0,0,0,0,1,"Case-specific, not clearly mapped",requires further context,Synthetic-Template
WSL_0718,My supervisor makes inappropriate comments about my appearance and threatens my job when I complain.,0,1,0,0,1,0,354A IPC / POSH Act,combined SH and WH,Synthetic-Template
WSL_0719,My in-laws hit me with a belt over a small disagreement. This started right after our marriage.,1,0,0,0,0,0,498A IPC / 85 BNS,physical/verbal abuse pattern,Synthetic-Template
WSL_0720,My ex-partner is sending death threats through anonymous email.,0,0,0,1,0,0,66E IT Act / 77 BNS,digital harassment/privacy violation,Synthetic-Template
WSL_0721,An anonymous account is threatening to leak our private videos.,0,0,0,1,0,0,66E IT Act / 77 BNS,digital harassment/privacy violation,Synthetic-Template
WSL_0722,A man at the gym touched my hand inappropriately during a session.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template
WSL_0723,My ex-partner is threatening to post my private photos online.,0,0,0,1,0,0,66E IT Act / 77 BNS,digital harassment/privacy violation,Synthetic-Template
WSL_0724,My former colleague recorded me without consent and threatened to post it.,0,0,0,1,0,0,66E IT Act / 77 BNS,digital harassment/privacy violation,Synthetic-Template
WSL_0725,A vendor at work keeps asking me to stay back late alone with him.,0,0,0,0,1,0,POSH Act Sec 2n,workplace harassment pattern,Synthetic-Template
WSL_0726,My neighbor tracks my location through mutual friends.,0,0,1,0,0,0,354D IPC / 78 BNS,repeated unwanted contact/presence,Synthetic-Template
WSL_0727,A vendor at work shared inappropriate content about me in the team group chat.,0,0,0,0,1,0,POSH Act Sec 2n,workplace harassment pattern,Synthetic-Template
WSL_0728,My husband humiliates me in front of guests every time they visit.,1,0,0,0,0,0,498A IPC / 85 BNS,physical/verbal abuse pattern,Synthetic-Template
WSL_0729,My husband and his mother starves me for days as punishment. I am scared to go home most days now.,1,0,0,0,0,0,498A IPC / 85 BNS,physical/verbal abuse pattern,Synthetic-Template
WSL_0730,A man in the metro tried to touch me before I managed to get away.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template
WSL_0731,A stranger at the market touched my hand inappropriately during a session.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template
WSL_0732,My team lead insists on private one-on-one meetings.,0,0,0,0,1,0,POSH Act Sec 2n,workplace harassment pattern,Synthetic-Template
WSL_0733,Someone from my past made lewd comments about me publicly online and also threatened to find where I live.,0,1,0,1,0,0,509 IPC / IT Act Sec 67,combined SH and CA,Synthetic-Template
WSL_0734,My husband's family keeps a knife in the house and threatens me with it. It has gotten worse in the last few months.,1,0,0,0,0,0,498A IPC / 85 BNS,physical/verbal abuse pattern,Synthetic-Template
WSL_0735,My husband and his mother pushed me down the stairs during a fight. I am scared to go home most days now.,1,0,0,0,0,0,498A IPC / 85 BNS,physical/verbal abuse pattern,Synthetic-Template
WSL_0736,A stranger online sent me obscene images repeatedly and also threatened to find where I live.,0,1,0,1,0,0,509 IPC / IT Act Sec 67,combined SH and CA,Synthetic-Template
WSL_0737,My in-laws sent moneylenders to threaten me for repayment.,0,0,0,0,0,1,"Case-specific, not clearly mapped",requires further context,Synthetic-Template
WSL_0738,A man I rejected on a matrimonial site follows my car every day on my commute.,0,0,1,0,0,0,354D IPC / 78 BNS,repeated unwanted contact/presence,Synthetic-Template
WSL_0739,My husband's family does not let me contact my family. I am scared to go home most days now.,1,0,0,0,0,0,498A IPC / 85 BNS,physical/verbal abuse pattern,Synthetic-Template
