id,text,annotations
WSL_0544,My internship supervisor keeps asking me to stay back late alone with him.,"internship supervisor -> PERP_REL [3,24]"
WSL_0239,A man I rejected on a matrimonial site has started waiting outside my apartment building.,"matrimonial site -> PLATFORM [22,38] | apartment building -> LOCATION [70,88]"
WSL_0412,A senior colleague keeps making sexual jokes and threatens my job when I complain.,"senior colleague -> PERP_REL [2,18] | sexual jokes -> EVIDENCE [32,44]"
WSL_0146,My ex-boyfriend morphed my photos and circulated them in a group chat.,"ex-boyfriend -> PERP_REL [3,15] | morphed my photos -> EVIDENCE [16,33] | group chat -> PLATFORM [59,69]"
WSL_1009,"Whenever my husband drinks, which is almost daily now, he becomes violent and I never know what will set him off.","husband -> PERP_REL [12,19] | almost daily -> TIME_FREQ [37,49]"
WSL_0605,A man I rejected waits outside my house daily and now sends me threatening messages online.,"house -> LOCATION [34,39] | daily -> TIME_FREQ [40,45] | threatening messages -> EVIDENCE [63,83] | online -> PLATFORM [84,90]"
WSL_0119,My husband physically abuses me and leaked intimate photos to my family.,"husband -> PERP_REL [3,10] | physically abuses me -> EVIDENCE [11,31] | family -> PERP_REL [65,71]"
WSL_1019,My in-laws took away my phone six months ago and I have had no way to contact my parents since.,"in-laws -> PERP_REL [3,10] | took away my phone -> EVIDENCE [11,29] | six months ago -> TIME_FREQ [30,44] | parents -> PERP_REL [81,88]"
WSL_0567,A man I rejected tracks my location constantly and now sends me threatening messages online.,"constantly -> TIME_FREQ [36,46] | threatening messages -> EVIDENCE [64,84] | online -> PLATFORM [85,91]"
WSL_0251,My ex-boyfriend created a fake profile using my photos to message my friends.,"ex-boyfriend -> PERP_REL [3,15] | fake profile -> PLATFORM [26,38] | message -> PLATFORM [58,65]"
WSL_1083,My stalker has escalated from just following me to now creating fake social media accounts to keep tabs on my activities.,"stalker -> PERP_REL [3,10] | social media accounts -> PLATFORM [69,90]"
WSL_0286,A man at the gym tried to start inappropriate conversations repeatedly.,"gym -> LOCATION [13,16] | repeatedly -> TIME_FREQ [60,70]"
WSL_0450,My in-laws forced me to quit my job. It has gotten worse in the last few months.,"in-laws -> PERP_REL [3,10] | in the last few months -> TIME_FREQ [57,79]"
WSL_0010,My brother-in-law humiliates me in front of guests every time they visit. I am scared to go home most days now.,"brother-in-law -> PERP_REL [3,17] | every time -> TIME_FREQ [51,61] | home -> LOCATION [92,96] | most days -> TIME_FREQ [97,106]"
WSL_0845,A client made inappropriate physical contact during training.,"client -> PERP_REL [2,8] | made inappropriate physical contact -> EVIDENCE [9,44] | train -> LOCATION [52,57]"
WSL_0197,My internship supervisor keeps commenting on my appearance during meetings.,"internship supervisor -> PERP_REL [3,24]"
WSL_0704,My former colleague is spreading false rumors about me in group chats.,"former colleague -> PERP_REL [3,19] | false rumors about me -> EVIDENCE [33,54] | group chat -> PLATFORM [58,68]"
WSL_0371,A man I rejected on a matrimonial site appears at my gym at the exact same time every day.,"matrimonial site -> PLATFORM [22,38] | gym -> LOCATION [53,56] | exact same time every day -> TIME_FREQ [64,89]"
WSL_0082,Someone from college is threatening to leak my chats unless I pay money.,"college -> LOCATION [13,20] | threatening to leak -> EVIDENCE [24,43] | chats -> PLATFORM [47,52]"
WSL_0891,A stranger online waits outside my house daily and posted my photos without consent.,"online -> PLATFORM [11,17] | house -> LOCATION [35,40] | daily -> TIME_FREQ [41,46] | posted my photos -> EVIDENCE [51,67]"
WSL_0573,My boss touched my shoulder inappropriately when alone.,"boss -> PERP_REL [3,7] | touched my shoulder inappropriately -> EVIDENCE [8,43]"
WSL_0721,An anonymous account is threatening to leak our private videos.,"threatening to leak -> EVIDENCE [24,43] | private videos -> EVIDENCE [48,62]"
WSL_0240,A rickshaw driver made sexual comments about me in front of others.,"rickshaw driver -> PERP_REL [2,17] | sexual comments -> EVIDENCE [23,38]"
WSL_0531,My mother-in-law humiliates me in front of guests every time they visit. This has been going on for over a year.,"mother-in-law -> PERP_REL [3,16] | every time -> TIME_FREQ [50,60] | This has been going on for over a year -> TIME_FREQ [73,111]"
WSL_0212,My husband's family throws things at me during arguments. It has gotten worse in the last few months.,"husband's family -> PERP_REL [3,19] | throws things at me -> EVIDENCE [20,39] | in the last few months -> TIME_FREQ [78,100]"
WSL_1038,"Ever since I turned down his proposal, this man has been parking outside my house every single evening.","house -> LOCATION [76,81] | every single evening -> TIME_FREQ [82,102]"
WSL_0949,A senior colleague keeps making sexual jokes and excludes me from meetings when I object.,"senior colleague -> PERP_REL [2,18] | sexual jokes -> EVIDENCE [32,44]"
WSL_0559,A rickshaw driver groped me and disappeared into the crowd.,"rickshaw driver -> PERP_REL [2,17] | groped me -> EVIDENCE [18,27] | crowd -> LOCATION [53,58]"
WSL_0228,My family sent moneylenders to threaten me for repayment.,"family -> PERP_REL [3,9] | moneylenders -> PERP_REL [15,27]"
WSL_0989,A man on the street made sexual comments about me in front of others.,"street -> LOCATION [13,19] | sexual comments -> EVIDENCE [25,40]"
WSL_0603,My physiotherapist forcibly kissed me without my consent.,"physiotherapist -> PERP_REL [3,18] | forcibly kissed me -> EVIDENCE [19,37]"
WSL_0466,An anonymous account created a fake dating profile using my pictures.,"fake dating profile -> PLATFORM [31,50]"
WSL_0919,My team lead makes inappropriate comments about my appearance and threatens my job when I complain.,"team lead -> PERP_REL [3,12] | inappropriate comments -> EVIDENCE [19,41]"
WSL_0178,An anonymous account sent me obscene images repeatedly and also threatened to find where I live.,"obscene images -> EVIDENCE [29,43] | repeatedly -> TIME_FREQ [44,54] | threatened to find where I live -> EVIDENCE [64,95]"
WSL_1051,I recently discovered that a man I rejected has been posting my photos on adult content forums without my knowledge.,"recently -> TIME_FREQ [2,10] | posting my photos -> EVIDENCE [53,70] | adult content forums -> PLATFORM [74,94]"
WSL_0629,My partner controls my finances and beats me and threatened to post my private photos online.,"partner -> PERP_REL [3,10] | beats me -> EVIDENCE [36,44] | threatened to post -> EVIDENCE [49,67] | private photos -> EVIDENCE [71,85] | online -> PLATFORM [86,92]"
